recette_id,nom,description,couleur_hex,collection,Rang,ligne,format,nb_unites,instructions,notes,ingredient_type,ingredient_nom,quantite_g,cout_ingredient,cure,prix_vente,image_url,statut,image_url_noel,colsSecondaires,desc_emballage,Surgras,ingredient_inci
20,BRISE MATINALE,"Ce shampoing solide Équilibra réveille la chevelure d'une fraîcheur délicate et enveloppante. Sa mousse légère nettoie sans effort, laissant les cheveux aériens et parfumés d'une douceur matinale. Un rituel simple, comme ouvrir la fenêtre le matin et laisser entrer l'air frais.",#6787FF,KÉRYS,6,ÉQUILIBRA,,1,,Ce savon est beige / 8-10 gouttes HE menthe poivrée,Huiles,Huile végétale de pépins de raisin,15,0,0,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773084533/univers-caresse/produits/dk74oyfcggmp3qgcmhpl.png,public,,,"Sous sa caresse, le cuir chevelu s'illumine comme au lever du jour.",,Vitis vinifera (grape) seed oil
20,BRISE MATINALE,"Ce shampoing solide Équilibra réveille la chevelure d'une fraîcheur délicate et enveloppante. Sa mousse légère nettoie sans effort, laissant les cheveux aériens et parfumés d'une douceur matinale. Un rituel simple, comme ouvrir la fenêtre le matin et laisser entrer l'air frais.",#6787FF,KÉRYS,6,ÉQUILIBRA,,1,,Ce savon est beige / 8-10 gouttes HE menthe poivrée,Hydrolats,Hydrolat de menthe poivrée,15,0,0,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773084533/univers-caresse/produits/dk74oyfcggmp3qgcmhpl.png,public,,,"Sous sa caresse, le cuir chevelu s'illumine comme au lever du jour.",,Mentha piperita (Peppermint) Leaf Water
20,BRISE MATINALE,"Ce shampoing solide Équilibra réveille la chevelure d'une fraîcheur délicate et enveloppante. Sa mousse légère nettoie sans effort, laissant les cheveux aériens et parfumés d'une douceur matinale. Un rituel simple, comme ouvrir la fenêtre le matin et laisser entrer l'air frais.",#6787FF,KÉRYS,6,ÉQUILIBRA,,1,,Ce savon est beige / 8-10 gouttes HE menthe poivrée,Herbes et Fleurs,Poudre de guimauve,5,0,0,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773084533/univers-caresse/produits/dk74oyfcggmp3qgcmhpl.png,public,,,"Sous sa caresse, le cuir chevelu s'illumine comme au lever du jour.",,Althaea officinalis Root Powder
20,BRISE MATINALE,"Ce shampoing solide Équilibra réveille la chevelure d'une fraîcheur délicate et enveloppante. Sa mousse légère nettoie sans effort, laissant les cheveux aériens et parfumés d'une douceur matinale. Un rituel simple, comme ouvrir la fenêtre le matin et laisser entrer l'air frais.",#6787FF,KÉRYS,6,ÉQUILIBRA,,1,,Ce savon est beige / 8-10 gouttes HE menthe poivrée,Ingrédients Secs,SCI,48,0,0,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773084533/univers-caresse/produits/dk74oyfcggmp3qgcmhpl.png,public,,,"Sous sa caresse, le cuir chevelu s'illumine comme au lever du jour.",,Sodium cocoyl isethionate
21,BRUINE AGRUMES ET ROMARIN,"L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente. Formulée à base d'eau et de fragrances naturelles, la bruine d'ambiance enveloppe chaque pièce d'un voile olfactif subtil et éphémère.",,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Secs,alcool à 70%,54,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,ALCOHOL DENAT
21,BRUINE AGRUMES ET ROMARIN,"L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente. Formulée à base d'eau et de fragrances naturelles, la bruine d'ambiance enveloppe chaque pièce d'un voile olfactif subtil et éphémère.",,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Liquides,Eau,152,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Aqua
21,BRUINE AGRUMES ET ROMARIN,"L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente. Formulée à base d'eau et de fragrances naturelles, la bruine d'ambiance enveloppe chaque pièce d'un voile olfactif subtil et éphémère.",,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Huiles aromatiques,HA agrumes et romarin,"0,75",0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Fragrance
22,BRUINE BRISE DES LAGUNES,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Secs,alcool à 70%,54,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,ALCOHOL DENAT
22,BRUINE BRISE DES LAGUNES,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Liquides,Eau,152,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Aqua
22,BRUINE BRISE DES LAGUNES,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Huiles aromatiques,HA brise de mer,"0,75",0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Jasminum grandiflorum (Jasmine) Flower Extract; Nelumbo nucifera (Lotus) Flower Extract; Cistus ladaniferus (Cistus) Oil; Santalum album (Sandalwood) Oil; Rosmarinus officinalis (Rosemary) Leaf Oil; Cinnamomum camphora (Ho) Wood Oil; Citrus limon (Lemon) Peel Oil
22,BRUINE BRISE DES LAGUNES,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Huiles essentielles,HE cèdre bleu,"0,75",0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Cedrus Atlantica (Atlas Cedar) Wood Oil
23,BRUINE LAVANDE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Secs,alcool à 70%,54,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,ALCOHOL DENAT
23,BRUINE LAVANDE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Liquides,Eau,152,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Aqua
23,BRUINE LAVANDE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Huiles essentielles,HE lavande,"0,75",0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,lavandula angustifolia (lavender) oil
24,BRUINE LESSIVE FRAÎCHE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Secs,alcool à 70%,54,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,ALCOHOL DENAT
24,BRUINE LESSIVE FRAÎCHE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Liquides,Eau,152,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Aqua
24,BRUINE LESSIVE FRAÎCHE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Fragrances,Fragrance lessive fraîche,0,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Fragrance
25,BRUINE POIRE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Secs,alcool à 70%,54,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,ALCOHOL DENAT
25,BRUINE POIRE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Ingrédients Liquides,Eau,152,0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Aqua
25,BRUINE POIRE,L'atmosphère en bouteille. Ce spray délicat transforme instantanément l'air de votre intérieur en une invitation à la détente.,,CASA,8,BRUINE D'AMBIANCE,,5,,"Recette originale : 60 ml alcool 70%, 190 ml eau, 15 gouttes HE",Huiles aromatiques,HA poire,"0,75",0,0,0,,public,,,Un souffle délicat qui transforme l'air de votre intérieur.,,Pyrus Communis (Pear) Fruit Oil
26,BRUME DE ROSÉE,"Comme une promenade matinale après la pluie, ce savon exfoliant capture la fraîcheur de l'aube. Le luffa naturel caresse la peau tandis que la menthe poivrée réveille les sens. Un nuage vert tendre, promesse d'une douceur vivifiante.",#9EBD7C,ÉMOLIA,,SAVON EXFOLIANT,,9,,Micas à fleurs bleues ⚠️ quantité à confirmer / Couleur vert grass / 9 Luffa (1 par savon),Beurres,Beurre de karité,65,0,28,0,,public,,,"Le luffa réveille, la menthe vivifie. Une fraîcheur verte pour une peau neuve.",,Butyrospermum parkii (Shea) Butter
26,BRUME DE ROSÉE,"Comme une promenade matinale après la pluie, ce savon exfoliant capture la fraîcheur de l'aube. Le luffa naturel caresse la peau tandis que la menthe poivrée réveille les sens. Un nuage vert tendre, promesse d'une douceur vivifiante.",#9EBD7C,ÉMOLIA,,SAVON EXFOLIANT,,9,,Micas à fleurs bleues ⚠️ quantité à confirmer / Couleur vert grass / 9 Luffa (1 par savon),Ingrédients Liquides,Eau,184,0,28,0,,public,,,"Le luffa réveille, la menthe vivifie. Une fraîcheur verte pour une peau neuve.",,Aqua
26,BRUME DE ROSÉE,"Comme une promenade matinale après la pluie, ce savon exfoliant capture la fraîcheur de l'aube. Le luffa naturel caresse la peau tandis que la menthe poivrée réveille les sens. Un nuage vert tendre, promesse d'une douceur vivifiante.",#9EBD7C,ÉMOLIA,,SAVON EXFOLIANT,,9,,Micas à fleurs bleues ⚠️ quantité à confirmer / Couleur vert grass / 9 Luffa (1 par savon),Huiles essentielles,HE menthe poivrée,16,0,28,0,,public,,,"Le luffa réveille, la menthe vivifie. Une fraîcheur verte pour une peau neuve.",,Mentha × Piperita (Peppermint) Leaf Oil
26,BRUME DE ROSÉE,"Comme une promenade matinale après la pluie, ce savon exfoliant capture la fraîcheur de l'aube. Le luffa naturel caresse la peau tandis que la menthe poivrée réveille les sens. Un nuage vert tendre, promesse d'une douceur vivifiante.",#9EBD7C,ÉMOLIA,,SAVON EXFOLIANT,,9,,Micas à fleurs bleues ⚠️ quantité à confirmer / Couleur vert grass / 9 Luffa (1 par savon),Huiles,Huile de coco,260,0,28,0,,public,,,"Le luffa réveille, la menthe vivifie. Une fraîcheur verte pour une peau neuve.",,Cocos nucifera (Coconut) Oil
26,BRUME DE ROSÉE,"Comme une promenade matinale après la pluie, ce savon exfoliant capture la fraîcheur de l'aube. Le luffa naturel caresse la peau tandis que la menthe poivrée réveille les sens. Un nuage vert tendre, promesse d'une douceur vivifiante.",#9EBD7C,ÉMOLIA,,SAVON EXFOLIANT,,9,,Micas à fleurs bleues ⚠️ quantité à confirmer / Couleur vert grass / 9 Luffa (1 par savon),Huiles,Huile de tournesol oléique,325,0,28,0,,public,,,"Le luffa réveille, la menthe vivifie. Une fraîcheur verte pour une peau neuve.",,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
26,BRUME DE ROSÉE,"Comme une promenade matinale après la pluie, ce savon exfoliant capture la fraîcheur de l'aube. Le luffa naturel caresse la peau tandis que la menthe poivrée réveille les sens. Un nuage vert tendre, promesse d'une douceur vivifiante.",#9EBD7C,ÉMOLIA,,SAVON EXFOLIANT,,9,,Micas à fleurs bleues ⚠️ quantité à confirmer / Couleur vert grass / 9 Luffa (1 par savon),Ingrédients Secs,Soude caustique (NaOH),92,0,28,0,,public,,,"Le luffa réveille, la menthe vivifie. Une fraîcheur verte pour une peau neuve.",,Sodium Hydroxide
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Argiles,Argile blanche,15,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Kaolin (Bolus Alba)
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Beurres,Beurre de karité,140,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Butyrospermum parkii (Shea) Butter
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Liquides,Eau,235,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Aqua
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles aromatiques,HA fraise,30,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Fragaria Ananassa (Strawberry) Fruit Oil
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile de coco,210,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Cocos nucifera (Coconut) Oil
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile de tournesol oléique,280,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile végétale amande douce,70,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Prunus amygdalus
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Lait de chèvre en poudre,70,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Capra hircus (goat) milk powder
27,CAPRICE FRAISÉ,"Le lait de chèvre enveloppe, la fraise éveille. Caprice Fraisé est un savon gourmand qui prend soin de la peau avec une douceur crémeuse et un parfum fruité irrésistible. Sa mousse onctueuse laisse la peau satinée, douce comme une caresse, légèrement parfumée d'un souvenir d'été.",#A2414D,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Soude caustique (NaOH),98,0,42,0,,public,,,L'alliance gourmande du lait onctueux et de la fraise sucrée.,8%,Sodium Hydroxide
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Argiles,Argile blanche,15,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Kaolin (Bolus Alba)
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Beurres,Beurre de karité,140,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Butyrospermum parkii (Shea) Butter
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Liquides,Eau,235,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Aqua
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles aromatiques,HA cerise,30,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Prunus Cerasus (Sour Cherry) Fruit Extract
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile de coco,210,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Cocos nucifera (Coconut) Oil
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile de tournesol oléique,280,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile végétale amande douce,70,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Prunus amygdalus
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Lait de chèvre en poudre,70,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Capra hircus (goat) milk powder
28,CERISE DE VELOURS,"La cerise, juteuse et sucrée, apporte sa douceur fruitée à une mousse crémeuse et veloutée. Dans ce savon au lait de chèvre, elle s'unit à l'argile blanche purifiante pour offrir un soin tout en douceur. Un moment gourmand qui laisse la peau satinée et délicatement parfumée.",#BF0E24,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Soude caustique (NaOH),98,0,42,0,,public,,,"Savon gourmand au lait de chèvre et cerises, douceur fruitée et peau satinée.",8%,Sodium Hydroxide
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Ingrédients Secs,SCI,45,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Sodium cocoyl isethionate
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Huiles,Huile végétale jojoba,15,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Simmondsia Sinensis
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Hydrolats,Hydrolat romarin,10,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Rosmarinus officinalis Leaf Water
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Argiles,Argile blanche,8,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Kaolin (Bolus Alba)
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Ingrédients Liquides,Glycérine végétale,6,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Vegetable glycerin
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Beurres,Beurre de cacao brut,5,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Theobroma cacao (Cocoa) Seed Butter
29,CLARTÉ VERTE,"Sous la mousse légère de Clarté verte, le cuir chevelu respire comme une clairière après la pluie. L'argile purifie, l'ortie fortifie, le romarin réveille. Ensemble, ils dissipent les brumes grasses et laissent place à une lumière limpide. Chaque cheveu retrouve sa légèreté, comme une feuille lavée par l'averse.",#78FFA3,KÉRYS,7,PURÉLIA,,1,,Ce savon est vert foncé / 8-10 gouttes HE tea tree,Herbes et Fleurs,Poudre ortie,5,0,0,0,,public,,,La chevelure respire comme une clairière purifiée.,,Urtica dioica (nettle) leaf extract
